"ModelName_short","Task_short","Cancer","AUROC","AUPRC","Balanced_accuracy","Precision","Recall","Weighted_F1","Sensitivity","Specificity","AUROC_lower","AUROC_upper","AUPRC_lower","AUPRC_upper","Balanced_accuracy_lower","Balanced_accuracy_upper","Precision_lower","Precision_upper","Recall_lower","Recall_upper","Weighted_F1_lower","Weighted_F1_upper","Sensitivity_lower","Sensitivity_upper","Specificity_lower","Specificity_upper","binary_multi","Public","Dataset","Slide_vs_patch_classification","tissue","TaskCategory","TaskCategory_short","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"Phikon","IDH","GBM+LGG",0.945149126363954,0.940471182399373,0.8902516,0.8921263,0.8902516,0.8902216,0.858242777475092,0.92226402226015,0.909068125517202,0.976264216159377,0.89284460713393,0.977662175835303,0.8439975,0.933605,0.847095,0.9341,0.8439975,0.933605,0.845595,0.934,0.780452353942144,0.92593567251462,0.860177068723703,0.970674178762414,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","IDH mutant vs wild type","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","IDH","GBM+LGG",0.938802632746847,0.921595342857985,0.8845422,0.8871058,0.8845422,0.8844807,0.923966869676322,0.84512008247225,0.899597660584827,0.970567932855927,0.862750854397696,0.967795379766792,0.8397,0.92681,0.8407,0.9294025,0.8397,0.92681,0.8402,0.9284,0.862489224137931,0.974699171745585,0.767422480620155,0.9091164453524,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","IDH mutant vs wild type","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","IDH","GBM+LGG",0.954702169471373,0.943410165931604,0.8858616,0.8860027,0.8858616,0.8859184,0.880128192669419,0.891597398977028,0.923411978221416,0.9787416223886,0.894203972540457,0.977868676354528,0.83989,0.92901,0.83969,0.9294025,0.83989,0.92901,0.840395,0.9286,0.814401835278124,0.940608619685498,0.822879464285714,0.949507575757576,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","IDH mutant vs wild type","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","IDH","GBM+LGG",0.956259669342371,0.947340557713558,0.8971956,0.8983577,0.8971956,0.897206,0.922958092656052,0.87143608322676,0.92352700012639,0.982933820430992,0.893475023316515,0.984578666096437,0.8534925,0.9388025,0.85389,0.939705,0.8534925,0.9388025,0.852485,0.9395,0.864183501683502,0.97,0.8,0.935192652329749,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","IDH mutant vs wild type","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","IDH","GBM+LGG",0.925267586386232,0.921315327831684,0.8513219,0.8589401,0.8513219,0.8507004,0.923351228344812,0.779297037671432,0.885390228604267,0.95886366805365,0.871793322621799,0.959694269894349,0.8003875,0.901505,0.8090875,0.906615,0.8003875,0.901505,0.7965875,0.9008,0.864583333333333,0.968758054123711,0.693159965034965,0.864615091463415,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","IDH mutant vs wild type","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","IDH","GBM+LGG",0.936120779965749,0.937080771155573,0.8506061,0.8559271,0.8506061,0.8500329,0.911656032945392,0.789558334017915,0.897456276506577,0.968397976702056,0.895584696988879,0.969213685216896,0.7958725,0.8997025,0.804185,0.9021275,0.7958725,0.8997025,0.79469,0.896015,0.848828400281889,0.966292134831461,0.7,0.865396341463415,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","IDH mutant vs wild type","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","MGMT","GBM+LGG",0.68502053397053,0.653175799324576,0.6313523,0.6312826,0.6313523,0.6313343,0.633013738105871,0.629688309520114,0.62663341203917,0.740234449060171,0.569310194934239,0.730249428469152,0.5802875,0.683615,0.5804875,0.6833125,0.5802875,0.683615,0.5809975,0.682005,0.556232638888889,0.707910474809714,0.554878048780488,0.70349375538329,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","MGMT methylated vs non-methylated","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","MGMT","GBM+LGG",0.665414249275681,0.614428678010127,0.6102289,0.6102854,0.6102289,0.6105462,0.596780918927777,0.623678100449707,0.606413119949356,0.720144471754894,0.532870713231326,0.692765003593106,0.5597925,0.661105,0.5595,0.6608025,0.5597925,0.661105,0.560995,0.660605,0.528564690026954,0.666715976331361,0.549186495495198,0.690615268709191,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","MGMT methylated vs non-methylated","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","MGMT","GBM+LGG",0.704815597030657,0.693828171352869,0.6307711,0.6310668,0.6307711,0.6311167,0.608084548151093,0.653462071905051,0.646545423829212,0.760333910513742,0.619630871790275,0.764316970512563,0.5807875,0.6816075,0.580585,0.6827175,0.5807875,0.6816075,0.5811,0.6815,0.534588484059857,0.677875737238153,0.581807610993657,0.725277572168764,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","MGMT methylated vs non-methylated","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","MGMT","GBM+LGG",0.677105662357653,0.625983686281387,0.6158924,0.6160954,0.6158924,0.6162214,0.596473715058381,0.635311388240953,0.621592941205299,0.732892322243686,0.545575799191682,0.69916176002463,0.565,0.6672575,0.5650975,0.667425,0.565,0.6672575,0.5661975,0.66716,0.522190618762475,0.676646706586826,0.564705882352941,0.702857142857143,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","MGMT methylated vs non-methylated","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","MGMT","GBM+LGG",0.69841465098894,0.626516208973813,0.657117,0.657419,0.657117,0.6574413,0.637564934503987,0.676671778031673,0.645178737272396,0.75789218224582,0.548298007721205,0.70729883090474,0.6049,0.70721,0.6049975,0.7087175,0.6049,0.70721,0.6046975,0.7081475,0.560957243608581,0.711659148321905,0.607341848536659,0.754314440993789,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","MGMT methylated vs non-methylated","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","MGMT","GBM+LGG",0.667150190528683,0.613040644559905,0.6545952,0.6545742,0.6545952,0.6546774,0.656201562508919,0.652989255977534,0.610783175511488,0.719464685721775,0.535049505062597,0.689973641253418,0.6030925,0.7033025,0.6032825,0.7029225,0.6030925,0.7033025,0.6025875,0.702305,0.584312248995984,0.727861775277387,0.578601810448249,0.72354462474645,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","MGMT methylated vs non-methylated","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","MGMT","GBM+LGG",0.659419073988712,0.650744699770407,0.6111802,0.6117057,0.6111802,0.6115057,0.577821035026366,0.644541154926971,0.597476271102556,0.721554905964484,0.576404341759088,0.723089195335095,0.5600875,0.666215,0.5606925,0.6670025,0.5600875,0.666215,0.5604975,0.6666,0.509657377362092,0.656307164634146,0.571361607142857,0.714305666400639,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","MGMT methylated vs non-methylated","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","MGMT","GBM+LGG",0.657789868005001,0.654286344343891,0.6316404,0.6376487,0.6316404,0.6297239,0.529534889318632,0.733745278457816,0.599411342111092,0.716326354211414,0.571604768292195,0.728533389008941,0.5798,0.6824075,0.5841925,0.6917075,0.5798,0.6824075,0.577695,0.6830075,0.45340427475338,0.604526540140059,0.663100151127645,0.800026178010471,"binary","TCGA","TCGA","Slide","brain","Biomarker Status Prediction","Biomarker Status Prediction","MGMT methylated vs non-methylated","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","brain hist subtype","GBM+LGG",0.780217988362586,0.5984173,0.5362321,0.5707285,0.5362321,0.511458,0.536232919987764,0.840176328263955,0.710443006057017,0.842300209639593,0.5141825,0.6861,0.4261675,0.6402025,0.472875,0.662,0.4261675,0.6402025,0.3897,0.6281375,0.426164915394876,0.640154161096257,0.801046744679321,0.87879904673219,"multi-class","TCGA","TCGA","Slide","brain","Diagnostic: Histologic Subtyping","Diagnostic","Ê4 class classification: astrocytoma, glioblastoma, oligoastrocytoma, or oligodendroglioma. ","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","brain hist subtype","GBM+LGG",0.812033088325877,0.6409401,0.5484835,0.5518303,0.5484835,0.5357223,0.548482524401958,0.846095703483224,0.741969694686778,0.87656525211465,0.5523875,0.7301325,0.4361575,0.6557275,0.438895,0.666335,0.4361575,0.6557275,0.4152775,0.6527075,0.436194847915243,0.655737800802139,0.806130019957452,0.885889015657277,"multi-class","TCGA","TCGA","Slide","brain","Diagnostic: Histologic Subtyping","Diagnostic","Ê4 class classification: astrocytoma, glioblastoma, oligoastrocytoma, or oligodendroglioma. ","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","brain hist subtype","GBM+LGG",0.78231198110115,0.6070835,0.5034228,0.5478201,0.5034228,0.4933159,0.503422336491527,0.831317290110969,0.715820078480291,0.845330881036376,0.5253925,0.70193,0.3948975,0.618095,0.457595,0.6443175,0.3948975,0.618095,0.375535,0.60521,0.39489174703062,0.618061432882205,0.79167550300306,0.870347091687552,"multi-class","TCGA","TCGA","Slide","brain","Diagnostic: Histologic Subtyping","Diagnostic","Ê4 class classification: astrocytoma, glioblastoma, oligoastrocytoma, or oligodendroglioma. ","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","brain hist subtype","GBM+LGG",0.775298026146237,0.5733509,0.4564769,0.509882,0.4564769,0.4362712,0.456476039056564,0.815118863604287,0.716508541542461,0.834926974070613,0.4903725,0.6678475,0.35539,0.5671275,0.3918875,0.62912,0.35539,0.5671275,0.3147725,0.5566075,0.355392278439153,0.567090773809524,0.778350809485119,0.851952675572129,"multi-class","TCGA","TCGA","Slide","brain","Diagnostic: Histologic Subtyping","Diagnostic","Ê4 class classification: astrocytoma, glioblastoma, oligoastrocytoma, or oligodendroglioma. ","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","brain hist subtype","GBM+LGG",0.811584365308783,0.6467039,0.4298772,0.5150165,0.4298772,0.4153128,0.429877259004469,0.805490979708277,0.749209508534304,0.874885182087344,0.5652825,0.73093,0.3362925,0.53741,0.422395,0.6190075,0.3362925,0.53741,0.3064525,0.5261275,0.336250984030589,0.537385574494949,0.771426931708404,0.842687333146058,"multi-class","TCGA","TCGA","Slide","brain","Diagnostic: Histologic Subtyping","Diagnostic","Ê4 class classification: astrocytoma, glioblastoma, oligoastrocytoma, or oligodendroglioma. ","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","brain hist subtype","GBM+LGG",0.817974012603372,0.657125,0.6697281,0.6512024,0.6697281,0.6381428,0.669728123837398,0.885063487396252,0.755081549007133,0.881258977321542,0.5737775,0.7507175,0.5763825,0.7593175,0.54076,0.7593075,0.5763825,0.7593175,0.519955,0.750305,0.576371075708712,0.759309151040626,0.84753200960488,0.921309793349038,"multi-class","TCGA","TCGA","Slide","brain","Diagnostic: Histologic Subtyping","Diagnostic","Ê4 class classification: astrocytoma, glioblastoma, oligoastrocytoma, or oligodendroglioma. ","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","brain hist subtype","GBM+LGG",0.767521880105191,0.5826496,0.4093863,0.580478,0.4093863,0.4149245,0.409387293726407,0.799499713312297,0.700821389792134,0.838941602905679,0.49978,0.6753175,0.3076825,0.512735,0.3958,0.69131,0.3076825,0.512735,0.3036875,0.5249925,0.307690890429398,0.512743380496138,0.761543969002695,0.837098471045253,"multi-class","TCGA","TCGA","Slide","brain","Diagnostic: Histologic Subtyping","Diagnostic","Ê4 class classification: astrocytoma, glioblastoma, oligoastrocytoma, or oligodendroglioma. ","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","brain hist subtype","GBM+LGG",0.803556265347524,0.6210984,0.4904254,0.5926377,0.4904254,0.48436,0.490425224616442,0.826916765843387,0.73451933899477,0.868422091998264,0.52838,0.7182175,0.3786,0.5933075,0.4833225,0.6913125,0.3786,0.5933075,0.36589,0.5938075,0.378599350112656,0.593262742159801,0.78672138159622,0.862892810177841,"multi-class","TCGA","TCGA","Slide","brain","Diagnostic: Histologic Subtyping","Diagnostic","Ê4 class classification: astrocytoma, glioblastoma, oligoastrocytoma, or oligodendroglioma. ","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","brain exp subtype","GBM+LGG",0.804652180686667,0.6309794,0.5554192,0.5538356,0.5554192,0.5528758,0.555419854709177,0.851434304986619,0.767986132035279,0.84274882205145,0.5710975,0.6960025,0.4965,0.615725,0.49569,0.615305,0.4965,0.615725,0.495085,0.613025,0.496546525761944,0.61570329549441,0.832472778200541,0.8717604807361,"multi-class","TCGA","TCGA","Slide","brain","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Classical (CN), Mesenchymal (ME), Neural (NE), Proneural (PN)","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","brain exp subtype","GBM+LGG",0.781102888984617,0.5912169,0.4712298,0.4834872,0.4712298,0.4399123,0.471229045689315,0.823731918138882,0.7418557044439,0.819557159256091,0.5304975,0.654205,0.4164,0.525705,0.40759,0.5540075,0.4164,0.525705,0.37403,0.5061225,0.416442426501554,0.525686926544106,0.804700838148477,0.842287420203462,"multi-class","TCGA","TCGA","Slide","brain","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Classical (CN), Mesenchymal (ME), Neural (NE), Proneural (PN)","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","brain exp subtype","GBM+LGG",0.774386814643897,0.5725012,0.514164,0.5092368,0.514164,0.5024865,0.51416436488466,0.837746005233035,0.733213212920141,0.811512181658124,0.50939,0.6322,0.45533,0.5694,0.4464725,0.5717025,0.45533,0.5694,0.44038,0.5647025,0.455286039765431,0.569387041204241,0.817755576901246,0.857127365557489,"multi-class","TCGA","TCGA","Slide","brain","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Classical (CN), Mesenchymal (ME), Neural (NE), Proneural (PN)","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
"HIPT","brain exp subtype","GBM+LGG",0.740485053897535,0.5163355,0.3976328,0.440648,0.3976328,0.3634018,0.397633752143192,0.799652236144287,0.700379764787057,0.779235406009284,0.46156,0.5724025,0.3498925,0.446215,0.370195,0.5190125,0.3498925,0.446215,0.3076925,0.4250025,0.349932060942073,0.446248862660525,0.783532167635597,0.815951520423046,"multi-class","TCGA","TCGA","Slide","brain","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Classical (CN), Mesenchymal (ME), Neural (NE), Proneural (PN)","Hipt_Vit-S16","Path-VM","Pathology","Vit-S",21,104,0.01
"iBot-B16","brain exp subtype","GBM+LGG",0.790310301380619,0.5871175,0.4933352,0.5243721,0.4933352,0.4491772,0.493335430119148,0.831225044163441,0.754189389099862,0.827587897736298,0.5260875,0.6441575,0.4407775,0.543125,0.4458975,0.604225,0.4407775,0.543125,0.38558,0.514705,0.440764571002371,0.543151869966555,0.813560845773803,0.848884446191306,"multi-class","TCGA","TCGA","Slide","brain","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Classical (CN), Mesenchymal (ME), Neural (NE), Proneural (PN)","iBot-B16","VM","Natural Images","Vit-B",85,14,NA
"iBot-L16","brain exp subtype","GBM+LGG",0.82594986892814,0.665442,0.5701447,0.567409,0.5701447,0.5672966,0.57014555254605,0.856171698660181,0.787292817149295,0.862030599028228,0.6022975,0.7266,0.5112925,0.627305,0.50988,0.6252025,0.5112925,0.627305,0.5079975,0.6249225,0.511301573114329,0.627306239038508,0.836561609592978,0.874705393059305,"multi-class","TCGA","TCGA","Slide","brain","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Classical (CN), Mesenchymal (ME), Neural (NE), Proneural (PN)","iBot-L16","VM","Natural Images","Vit-L",307,14,NA
"Dino-S16","brain exp subtype","GBM+LGG",0.764719667541536,0.5620846,0.5070604,0.5228689,0.5070604,0.5027708,0.507058819107169,0.835877845344769,0.722459029829442,0.804114009654125,0.5001575,0.62431,0.4512975,0.56263,0.46258,0.5857025,0.4512975,0.56263,0.4436975,0.5624025,0.451264637603473,0.562591053152011,0.816854816196942,0.854929704841893,"multi-class","TCGA","TCGA","Slide","brain","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Classical (CN), Mesenchymal (ME), Neural (NE), Proneural (PN)","Dino-Vit-S16","VM","Natural Images","Vit-S",21,14,NA
"Dino-B16","brain exp subtype","GBM+LGG",0.781623041769431,0.5770653,0.4997801,0.506106,0.4997801,0.4861214,0.499779342046999,0.833167004832142,0.741235608290387,0.817557132960774,0.51889,0.6358225,0.443175,0.55391,0.4412975,0.57162,0.443175,0.55391,0.4212975,0.5487425,0.443182800822726,0.553907719449443,0.813682735866692,0.852499975106561,"multi-class","TCGA","TCGA","Slide","brain","Gene Expression Subtype Prediction","Gene Expression Subtype Prediction","Classical (CN), Mesenchymal (ME), Neural (NE), Proneural (PN)","Dino-Vit-B16","VM","Natural Images","Vit-B",85,14,NA
"Kaiko","MYC","Pan-cancer",0.648626529114407,0.648521404358073,0.6203105,0.6201785,0.6203105,0.6202672,0.61571324863775,0.624903272359821,0.609708225654868,0.682418059515092,0.596517041223398,0.694173452954697,0.5906975,0.6529025,0.5905925,0.6529,0.5906975,0.6529025,0.5902,0.6523175,0.570825657894737,0.659345365555216,0.581542636863263,0.67038598059791,"binary","TCGA","TCGA","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","MYC pathway activity vs No MYC pathway activity","Kaiko","Path-VM","Pathology","Vit-B",85,NA,0.029
"Lunit","MYC","Pan-cancer",0.61876925835884,0.6176644471287,0.5840084,0.5857648,0.5840084,0.5843002,0.654767276590948,0.5132462060463,0.583948884300946,0.657002931915232,0.570741972815361,0.663339260558289,0.5550975,0.6148025,0.5562975,0.6177025,0.5550975,0.6148025,0.5553975,0.615415,0.613241051454139,0.698989559948562,0.469616721307985,0.559924390030321,"binary","TCGA","TCGA","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","MYC pathway activity vs No MYC pathway activity","lunit_dino_Vit-S16","Path-VM","Pathology","Vit-S",21,19,0.021
"Phikon","MYC","Pan-cancer",0.625434053754077,0.625308302151747,0.5855829,0.5859764,0.5855829,0.5862708,0.620192924865536,0.550971905393657,0.589633149861306,0.66091666149022,0.574630268127134,0.669333786988799,0.5533,0.6175075,0.5538925,0.6182025,0.5533,0.6175075,0.5537875,0.6184,0.576326003058327,0.664476895602351,0.505663376461696,0.595557707828894,"binary","TCGA","TCGA","Slide","pan-cancer","Pathway Activation Status Prediction","Pathway Activation Status Prediction","MYC pathway activity vs No MYC pathway activity","Phikon","Path-VM","Pathology","Vit-B",85,40,0.006
